proper_name,designation,ra_deg_j2000,dec_deg_j2000,hip,vmag
,8Pi  Vir,180.21829499999998,6.614322,58590,4.65
,67    UMa,180.52858500000002,43.0456,58684,5.22
,The1Cru,180.756705,-63.31293,58758,4.32
,2    Com,181.069155,21.459153,58858,5.89
,The2Cru,181.08012,-63.165711,58867,4.72
,Kap Cha,181.19424,-76.519061,58905,5.04
,9Omi Vir,181.302255,8.732985,58948,4.12
Tonatiuh,,181.311765,76.905734,58952,5.78
,Eta Cru,181.720305,-64.61373,59072,4.14
,Del Cen,182.08965,-50.722425,59196,2.58
Alchiba,1Alp Crv,182.103375,-24.728875,59199,4.02
,10    Vir,182.422125,1.897889,59285,5.95
,11    Vir,182.51424,5.807008,59309,5.72
,2Eps Crv,182.53119,-22.619766,59316,3.02
,3    Com,182.63179499999998,16.809271,59352,6.4
,3    Crv,182.76601499999998,-23.602423,59394,5.45
,Rho Cen,182.91303000000002,-52.36846,59449,3.97
,68    UMa,182.93708999999998,57.054408,59458,6.34
,4    Com,182.96325,25.87028,59468,5.66
,5    Com,183.038715,20.542064,59501,5.6
,12    Vir,183.35808,10.262341,59608,5.85
Imai,Del Cru,183.786405,-58.748928,59747,2.79
Megrez,69Del UMa,183.85629,57.032617,59774,3.32
Gienah,4Gam Crv,183.95155499999998,-17.541929,59803,2.58
,6    Com,184.000785,14.899071,59819,5.09
,2    CVn,184.031445,40.66018,59831,5.69
,7    Com,184.08558000000002,23.945409,59847,4.93
,Eps Mus,184.393755,-67.960736,59929,4.06
,Bet Cha,184.58718,-79.31224,60000,4.24
,Zet Cru,184.60947,-64.003071,60009,4.06
,13    Vir,184.66798500000002,-0.787184,60030,5.9
,8    Com,184.82997,23.034673,60087,6.26
,9    Com,184.873095,28.156916,60098,6.38
,3    CVn,184.952985,48.984148,60122,5.28
Zaniah,15Eta Vir,184.97649,-0.666803,60129,3.89
,16    Vir,185.08741500000002,3.312574,60172,4.97
,5Zet Crv,185.1402,-22.215901,60189,5.2
,11    Com,185.17929,17.792868,60202,4.72
,70    UMa,185.21191499999998,57.864118,60212,5.54
Ginan,Eps Cru,185.340465,-60.401147,60260,3.59
,Zet2Mus,185.53069499999998,-67.522105,60320,5.15
,Zet1Mus,185.55013499999998,-68.307316,60329,5.73
,12    Com,185.626305,25.84616,60351,4.78
,17    Vir,185.63349,5.305444,60353,6.46
,6    Crv,185.83995,-24.840669,60425,5.66
,4    CVn,185.945955,42.542743,60467,6.03
,5    CVn,186.00620999999998,51.562257,60485,4.76
,13    Com,186.07719,26.098606,60514,5.17
,71    UMa,186.2634,56.777828,60584,5.82
Tupã,,186.44335500000003,-64.022088,60644,6.99
,6    CVn,186.4623,39.018616,60646,5.01
,14    Com,186.60027,27.268237,60697,4.92
Acrux,Alp1Cru,186.649665,-63.099092,60718,0.77
,15Gam Com,186.73449,28.268423,60742,4.35
,16    Com,186.747075,26.825699,60746,4.98
,73    UMa,186.89631,55.712724,60795,5.68
,Sig Cen,187.009965,-50.230635,60823,3.91
,17    Com,187.227945,25.912852,60904,5.29
3C 273,,187.277895,2.052398,60936,12.88
,18    Com,187.362675,24.108925,60941,5.47
,20    Com,187.43016,20.896109,60957,5.68
Algorab,7Del Crv,187.466085,-16.515432,60965,2.94
,74    UMa,187.489005,58.405742,60978,5.37
,7    CVn,187.512225,51.535631,60988,6.21
,75    UMa,187.51766999999998,58.767773,60992,6.07
,4    Dra,187.52802,69.201123,60998,5.01
,21    Com,187.75234500000002,24.567168,61071,5.47
Gacrux,Gam Cru,187.791435,-57.113212,61084,1.59
,8Eta Crv,188.01764999999997,-16.196007,61174,4.3
Funi,,188.03109,74.489551,61177,8.75
,Gam Mus,188.11701,-72.132988,61199,3.84
,20    Vir,188.262,10.295671,61246,6.29
,5Kap Dra,188.37087000000002,69.788238,61281,3.85
,22    Com,188.39259,24.282984,61295,6.28
Chara,8Bet CVn,188.43616500000002,41.35748,61317,4.24
,21    Vir,188.44479,-9.452077,61318,5.48
Kraz,9Bet Crv,188.596815,-23.396759,61359,2.65
,6    Dra,188.68353,70.02177,61384,4.95
,23    Com,188.712855,22.629259,61394,4.8
,24    Com,188.7765,18.377065,61415,6.57
,24    Com,188.78233500000002,18.377058,61418,5.03
,25    Vir,189.19731,-5.831898,61558,5.88
,25    Com,189.24305999999999,17.089536,61571,5.7
,Alp Mus,189.29608499999998,-69.135564,61585,2.69
,Tau Cen,189.42591,-48.541304,61622,3.85
,9    CVn,189.692835,40.874662,61692,6.35
,26    Com,189.780465,21.062559,61724,5.49
,26Chi Vir,189.81153,-7.995564,61740,4.66
,Gam Cen,190.379565,-48.959888,61932,2.2
,76    UMa,190.391385,62.713039,61936,6.02
,27    Vir,190.393305,10.42627,61937,6.22
Porrima,29Gam Vir,190.415175,-1.449375,61941,2.74
,30Rho Vir,190.471065,10.235625,61960,4.88
,31    Vir,190.487985,6.806617,61968,5.57
,10    CVn,191.24778,39.278916,62207,5.95
La Superba,,191.28261,45.440256,62223,5.42
,32    Vir,191.40441,7.673326,62267,5.22
,Iot Cru,191.40825,-60.981318,62268,4.69
,Bet Mus,191.57019,-68.108119,62322,3.04
,33    Vir,191.59392,9.539684,62325,5.65
,27    Com,191.661495,16.577691,62356,5.12
,34    Vir,191.80684499999998,11.958088,62394,6.11
Tianyi,7    Dra,191.89309500000002,66.790304,62423,5.43
Mimosa,Bet Cru,191.930385,-59.688764,62434,1.25
,35    Vir,191.96420999999998,3.572716,62443,6.42
Gar,,191.985975,9.751397,62452,11.39
,28    Com,192.05973,13.553018,62478,6.47
,11    CVn,192.174255,48.466838,62516,6.25
,29    Com,192.225885,14.122584,62541,5.71
,30    Com,192.32274,27.552379,62576,5.76
,37    Vir,192.903705,3.056788,62757,6.02
,31    Com,192.92467499999998,27.540712,62763,4.93
,32    Com,193.051065,17.073943,62807,6.32
,38    Vir,193.296495,-3.553098,62875,6.11
,35    Com,193.323945,21.244943,62886,4.89
,Kap Cru,193.453845,-60.376244,62931,5.89
,41    Vir,193.45713,12.418416,62933,6.25
Alioth,77Eps UMa,193.50708,55.959821,62956,1.76
,40Psi Vir,193.588185,-9.538994,62985,4.77
,Mu 1Cru,193.6485,-57.177924,63003,4.03
,Mu 2Cru,193.65376500000002,-57.16867,63005,5.08
,Lam Cru,193.663335,-59.146701,63007,4.62
,Iot Oct,193.743285,-85.123369,63031,5.45
Taiyi,8    Dra,193.86897,65.438474,63076,5.23
Minelauva,43Del Vir,193.90087499999998,3.39747,63090,3.39
Cor Caroli B,12Alp1CVn,194.00202,38.314912,63121,5.61
Cor Caroli,12Alp2CVn,194.007105,38.31838,63125,2.89
,36    Com,194.73102,17.409446,63355,4.76
,44    Vir,194.91465,-3.811926,63414,5.79
,9    Dra,194.97997500000002,66.597272,63432,5.37
,37    Com,195.06864000000002,30.785021,63462,4.88
,46    Vir,195.149775,-3.368488,63494,5.99
,78    UMa,195.181875,56.366338,63503,4.93
,38    Com,195.290055,17.123147,63533,5.97
Vindemiatrix,47Eps Vir,195.54416999999998,10.95915,63608,2.85
,Del Mus,195.566385,-71.548855,63613,3.61
,Xi 1Cen,195.88884,-49.527264,63724,4.83
,48    Vir,195.97675500000003,-3.663143,63750,6.62
,14    CVn,196.43517,35.798899,63901,5.2
,39    Com,196.588515,21.153397,63948,6.0
,40    Com,196.59417,22.616187,63950,5.53
,Xi 2Cen,196.7277,-49.906246,64004,4.27
,41    Com,196.79469,27.624741,64022,4.8
,49    Vir,196.97421,-10.740408,64078,5.15
,The Mus,197.02981499999999,-65.306023,64094,5.44
,45Psi Hya,197.263635,-23.11807,64166,4.94
,15    CVn,197.42514,38.533885,64217,6.25
,50    Vir,197.43867,-10.329327,64224,5.95
,51The Vir,197.48746500000001,-5.53901,64238,4.38
Diadem,42Alp Com,197.49703499999998,17.529431,64241,4.32
,17    CVn,197.513445,38.498981,64246,5.91
,43Bet Com,197.96856,27.878183,64394,4.23
,53    Vir,198.01476,-16.198601,64407,5.04
,54    Vir,198.361815,-18.826406,64520,6.26
,55    Vir,198.54541500000002,-19.930947,64577,5.31
,Eta Mus,198.8124,-67.894589,64661,4.79
,19    CVn,198.88323,40.855199,64692,5.77
,57    Vir,198.99483,-19.943103,64725,5.21
,59    Vir,199.19382000000002,9.424156,64792,5.19
,20    CVn,199.385685,40.572608,64844,4.72
,60Sig Vir,199.40118,5.469869,64852,4.78
,21    CVn,199.56051,49.682062,64906,5.14
,61    Vir,199.601445,-18.311196,64924,4.74
,46Gam Hya,199.730385,-23.171512,64962,2.99
,23    CVn,200.079,40.150548,65072,5.6
,Iot Cen,200.14944,-36.712295,65109,2.75
,64    Vir,200.54037,5.154764,65241,5.89
,63    Vir,200.75464499999998,-17.735274,65301,5.36
,65    Vir,200.82873,-4.924427,65323,5.88
Mizar,79Zet UMa,200.981205,54.925362,65378,2.23
,66    Vir,201.13845,-5.16401,65420,5.76
Matza,,201.15045,-51.504458,65426,7.01
,Iot1Mus,201.28041000000002,-74.887818,65468,5.04
Spica,67Alp Vir,201.298245,-11.161322,65474,0.98
Alcor,80    UMa,201.306195,54.987958,65477,3.99
,68    Vir,201.679875,-12.707664,65581,5.27
,Iot2Mus,201.82731,-74.691755,65628,6.62
,69    Vir,201.86319,-15.973578,65639,4.76
,70    Vir,202.107555,13.778787,65721,4.97
,71    Vir,202.30417500000001,10.81831,65790,5.65
,72    Vir,202.60719,-6.470265,65892,6.1
,74    Vir,202.99119,-6.255816,66006,4.68
,73    Vir,203.01171000000002,-18.72888,66015,6.01
Dofida,,203.10645,-47.271363,66047,7.17
,75    Vir,203.21518500000002,-15.363012,66091,5.52
,76    Vir,203.241975,-10.165,66098,5.21
Liesma,,203.51071499999998,53.728529,66192,8.05
,81    UMa,203.53046999999998,55.348434,66198,5.6
,78    Vir,203.53305,3.658967,66200,4.92
,24    CVn,203.61374999999998,49.015973,66234,4.68
Heze,79Zet Vir,203.6733,-0.59582,66249,3.38
,80    Vir,203.880405,-5.396191,66320,5.7
,25    CVn,204.365175,36.294898,66458,4.82
,82    UMa,204.87708,52.921208,66634,5.46
,Eps Cen,204.97194000000002,-53.466394,66657,2.29
,1    Boo,205.168635,19.955719,66727,5.73
,83    UMa,205.184505,54.681634,66738,4.63
,Kap Oct,205.233855,-85.786043,66753,5.56
,2    Boo,205.25979,22.495768,66763,5.63
,82    Vir,205.40323500000002,-8.702984,66803,5.03
,84    Vir,205.76547,3.537903,66936,5.35
,83    Vir,206.12427000000002,-16.179072,67057,5.55
,85    Vir,206.396115,-15.767467,67139,6.18
,1    Cen,206.422065,-33.043721,67153,4.23
,86    Vir,206.48466,-12.426528,67172,5.5
,84    UMa,206.648595,54.432679,67231,5.68
,3    Boo,206.68051499999999,25.702236,67239,5.97
,4Tau Boo,206.81565,17.456906,67275,4.5
,87    Vir,206.85578999999998,-17.859839,67288,5.41
Alkaid,85Eta UMa,206.88531,49.313265,67301,1.85
,2    Cen,207.36136499999998,-34.450776,67457,4.19
,5Ups Boo,207.369345,15.797905,67459,4.05
,Nu  Cen,207.37617,-41.687709,67464,3.41
,Mu  Cen,207.404145,-42.473732,67472,3.47
,6    Boo,207.42846,21.264105,67480,4.92
,89    Vir,207.46786500000002,-18.134168,67494,4.96
,10    Dra,207.858075,64.723272,67627,4.58
,3    Cen,207.956685,-32.994089,67669,4.32
,4    Cen,208.302255,-31.927612,67786,4.75
,7    Boo,208.303875,17.932868,67787,5.71
,86    UMa,208.462605,53.728677,67848,5.7
Muphrid,8Eta Boo,208.671165,18.397717,67927,2.68
,90    Vir,208.675605,-1.503125,67929,5.16
,Zet Cen,208.885005,-47.288375,68002,2.55
,92    Vir,209.116155,1.050581,68092,5.9
,9    Boo,209.142405,27.492082,68103,5.02
,Phi Cen,209.56779,-42.100753,68245,3.83
,47    Hya,209.629785,-24.972249,68269,5.2
,10    Boo,209.66218500000002,21.696219,68276,5.76
,Ups1Cen,209.669805,-44.803584,68282,3.87
,48    Hya,210.00055500000002,-25.010403,68390,5.77
,11    Boo,210.2937,27.386594,68478,6.23
,93Tau Vir,210.411645,1.544532,68520,4.23
,Ups2Cen,210.43122,-45.603421,68523,4.34
Hadar,Bet Cen,210.955935,-60.373039,68702,0.61
Thuban,11Alp Dra,211.097475,64.37585,68756,3.67
,The Aps,211.33354500000002,-76.796752,68815,5.69
,Chi Cen,211.51155,-41.179633,68862,4.36
,49Pi  Hya,211.592895,-26.682361,68895,3.25
Menkent,5The Cen,211.670925,-36.369954,68933,2.06
,95    Vir,211.67844,-9.313515,68940,5.46
,3    UMi,211.735215,74.593781,68956,6.43
,13    Boo,212.072175,49.458167,69068,5.26
,4    UMi,212.21247,77.547514,69112,4.8
,96    Vir,212.252475,-10.334546,69127,6.45
,12    Boo,212.599725,25.091677,69226,4.82
,50    Hya,213.191775,-27.261186,69415,5.07
Kang,98Kap Vir,213.22393499999998,-10.273702,69427,4.18
,17Kap1Boo,213.36577499999999,51.787868,69481,6.62
,17Kap2Boo,213.37077,51.789965,69483,4.53
,14    Boo,213.52159500000002,12.959444,69536,5.53
,15    Boo,213.71187,10.10061,69612,5.29
Arcturus,16Alp Boo,213.91545,19.18241,69673,-0.05
Syrma,99Iot Vir,214.00362,-6.000547,69701,4.07
,21Iot Boo,214.041585,51.367231,69713,4.75
Xuange,19Lam Boo,214.09610999999998,46.088305,69732,4.18
,Eta Aps,214.558155,-81.00776,69896,4.89
Khambalia,100Lam Vir,214.77747,-13.371095,69974,4.52
,18    Boo,214.81781999999998,13.004299,69989,5.41
,Iot Lup,214.85094,-46.058093,69996,3.55
,102Ups Vir,214.885335,-2.265518,70012,5.14
,20    Boo,214.93849500000002,16.306948,70027,4.84
,Psi Cen,215.139345,-37.885295,70090,4.05
,Eps Aps,215.59662,-80.108945,70248,5.06
,51    Hya,215.77413,-27.754017,70306,4.78
,2    Lib,215.85678,-11.714043,70336,6.22
,23The Boo,216.299505,51.850744,70497,4.04
,Tau1Lup,216.534285,-45.221424,70574,4.56
,Tau2Lup,216.54504,-45.379276,70576,4.33
,22    Boo,216.614025,19.2269,70602,5.4
,Del Oct,216.732015,-83.667884,70638,4.31
,104    Vir,216.85161,-6.120332,70680,6.18
,5    UMi,216.88137,75.695993,70692,4.25
,52    Hya,217.04346,-29.491638,70753,4.97
Elgafar,105Phi Vir,217.05057000000002,-2.227957,70755,4.81
,24    Boo,217.15795500000002,49.844851,70791,5.58
,106    Vir,217.17384,-6.900536,70794,5.42
Proxima Centauri,,217.439775,-62.679485,70890,11.01
,25Rho Boo,217.9575,30.371437,71053,3.57
Seginus,27Gam Boo,218.01954,38.308253,71075,3.04
,26    Boo,218.13561,22.260059,71115,5.91
,Sig Lup,218.15443499999998,-50.457157,71121,4.44
,28Sig Boo,218.67,29.74513,71284,4.47
,Eta Cen,218.87679,-42.157824,71352,2.33
,Rho Lup,219.47181,-49.425828,71536,4.05
,33    Boo,219.709335,44.4045,71618,5.39
Toliman,Alp2Cen,219.90519,-60.8383,71681,1.35
Rigil Kentaurus,Alp1Cen,219.911475,-60.833976,71683,-0.01
,29Pi 1Boo,220.18152,16.418324,71762,4.49
,30Zet Boo,220.2873,13.7283,71795,3.78
,31    Boo,220.411455,8.161764,71832,4.86
,32    Boo,220.431345,11.660662,71837,5.55
,Alp Lup,220.482345,-47.3882,71860,2.3
,Alp Cir,220.62738,-64.975138,71908,3.18
,107Mu  Vir,220.765095,-5.658207,71957,3.87
,4    Lib,220.806465,-24.997753,71974,5.7
,34    Boo,220.85568,26.52785,71995,4.8
Izar,36Eps Boo,221.24676,27.074222,72105,2.35
,35Omi Boo,221.31025499999998,16.96428,72125,4.6
,108    Vir,221.37585,0.717271,72154,5.68
,5    Lib,221.49066000000002,-15.459541,72194,6.33
,54    Hya,221.500365,-25.443181,72197,5.15
,109    Vir,221.56217999999998,1.892885,72220,3.73
,55    Hya,221.843985,-25.624267,72323,5.61
Mönch,,221.88636,-0.281476,72339,8.04
,56    Hya,221.93668499999998,-26.0875,72357,5.23
,Alp Aps,221.965515,-79.044751,72370,3.83
,57    Hya,221.98983,-26.646155,72378,5.76
Merga,38    Boo,222.327795,46.116205,72487,5.76
,7Mu  Lib,222.329385,-14.149022,72489,5.32
,39    Boo,222.422145,48.720804,72524,5.68
,58    Hya,222.572205,-27.960371,72571,4.42
,8Alp1Lib,222.671595,-15.997237,72603,5.15
Kochab,7Bet UMi,222.676575,74.155505,72607,2.07
Zubenelgenubi,9Alp2Lib,222.719655,-16.041778,72622,2.75
,11    Lib,222.75447,-2.29915,72631,4.93
,37Xi  Boo,222.847395,19.10046,72659,4.54
,Omi Lup,222.909615,-43.575359,72683,4.32
Arcalís,,223.34595000000002,18.235401,72845,7.8
,12    Lib,223.58388,-24.642202,72929,5.27
,13Xi 1Lib,223.59531,-11.898348,72934,5.78
,Zet Cir,223.67745,-65.991095,72965,6.09
,The Cir,224.18331,-62.781016,73129,5.08
,15Xi 2Lib,224.19213,-11.409701,73133,5.48
Baekdu,,224.20138500000002,74.900927,73136,6.83
,16    Lib,224.295825,-4.346462,73165,4.47
,17    Lib,224.55588,-11.15476,73249,6.61
,Bet Lup,224.63305499999998,-43.13396,73273,2.68
,59    Hya,224.66358,-27.657314,73284,5.65
,18    Lib,224.72325,-11.144014,73310,5.88
,Kap Cen,224.79037499999998,-42.104194,73334,3.13
,40    Boo,224.90397000000002,39.265333,73369,5.64
,19Del Lib,225.24312,-8.518943,73473,4.91
,Pi 1Oct,225.46131,-83.227646,73540,5.65
Nekkar,42Bet Boo,225.48654000000002,40.390566,73555,3.49
,60    Hya,225.526785,-28.060611,73566,5.83
,41Ome Boo,225.52711499999998,25.008138,73568,4.8
,110    Vir,225.72516000000002,2.091303,73620,4.39
,44    Boo,225.94761,47.65406,73695,4.83
Brachium,20Sig Lib,226.017585,-25.281965,73714,3.25
,43Psi Boo,226.11147,26.947649,73745,4.52
,Pi 2Oct,226.195665,-83.038311,73771,5.65
,Eta Cir,226.20045000000002,-64.03135,73776,5.16
,Pi  Lup,226.27954499999998,-47.051245,73807,3.91
,47    Boo,226.357725,48.150972,73841,5.59
,21Nu  Lib,226.65666,-16.256818,73945,5.19
,45    Boo,226.82523,24.869195,73996,4.93
,46    Boo,227.099085,26.301152,74087,5.67
,Lam Lup,227.21091,-45.279857,74117,4.07
,Ome Oct,227.786655,-84.787812,74296,5.88
,Kap1Lup,227.98377000000002,-48.737819,74376,3.88
,Kap2Lup,227.990445,-48.743687,74380,5.7
,24Iot1Lib,228.05538,-19.79171,74392,4.54
,Zet Lup,228.0714,-52.099247,74395,3.41
,25Iot2Lib,228.329955,-19.647572,74493,6.07
,23    Lib,228.369555,-25.309347,74500,6.47
,48Chi Boo,228.621525,29.164295,74596,5.28
,26    Lib,228.640665,-17.768572,74600,6.18
,1    Lup,228.65550000000002,-31.519121,74604,4.91
,3    Ser,228.79731,4.939362,74649,5.32
,49Del Boo,228.87564,33.314833,74666,3.46
,4    Ser,228.954495,0.372139,74689,5.62
,Del Cir,229.237065,-60.957255,74778,5.04
Zubeneschamali,27Bet Lib,229.251735,-9.382917,74785,2.61
,11    UMi,229.27452,71.823901,74793,5.02
,Bet Cir,229.37875499999998,-58.801208,74824,4.07
,Eps Cir,229.41204,-63.610465,74837,4.85
,2    Lup,229.45767,-30.148673,74857,4.35
,Mu  Lup,229.633455,-47.875272,74911,4.27
,Gam TrA,229.72771500000002,-68.679545,74946,2.87
Nikawiy,,229.77577499999998,41.733207,74961,7.88
,5    Ser,229.82832,1.765408,74975,5.04
,1Omi CrB,230.03571,29.616209,75049,5.51
Pherkad,13Gam UMi,230.182245,71.834016,75097,3.0
,28    Lib,230.22366,-18.158658,75110,6.16
,29Omi Lib,230.25573,-15.548342,75118,6.14
,6    Ser,230.25831000000002,0.715337,75119,5.35
,Del Lup,230.343015,-40.647518,75141,3.22
,Phi1Lup,230.4516,-36.261376,75177,3.57
,50    Boo,230.452425,32.933695,75178,5.38
,Nu 2Lup,230.452605,-48.317628,75181,5.65
,Nu 1Lup,230.534625,-47.927792,75206,4.99
,7    Ser,230.59683,12.567521,75230,6.29
,Eps Lup,230.67031500000002,-44.689622,75264,3.37
,Phi2Lup,230.788965,-36.858489,75304,4.54
,2Eta CrB,230.80124999999998,30.287812,75312,4.99
,Gam Cir,230.844375,-59.320787,75323,4.48
,8    Ser,230.93212499999998,-1.022384,75342,6.11
,31Eps Lib,231.049545,-10.322266,75379,4.92
Alkalurops,51Mu 1Boo,231.122715,37.377167,75411,4.31
Alkalurops B,51Mu 2Boo,231.1287,37.3473,75415,6.51
,Ups Lup,231.18756,-39.710268,75439,5.36
Edasich,12Iot Dra,231.23241000000002,58.966065,75458,3.29
,9Tau1Ser,231.44747999999998,15.428036,75530,5.16
Nusakan,3Bet CrB,231.95727,29.105703,75695,3.66
,32Zet1Lib,232.06420500000002,-16.716484,75730,5.64
,10    Ser,232.15932,1.842081,75761,5.15
,34Zet3Lib,232.668345,-16.609464,75944,5.82
,52Nu 1Boo,232.73232,40.833047,75973,5.04
,15The UMi,232.854285,77.349352,76008,5.0
,Kap1Aps,232.87842,-73.389591,76013,5.4
,53Nu 2Boo,232.94577,40.899332,76041,4.98
,12Tau2Ser,233.040315,16.056169,76069,6.22
,35Zet4Lib,233.230095,-16.852844,76126,5.53
,4The CrB,233.23243499999998,31.359133,76127,4.14
,11    Ser,233.241405,-1.186399,76133,5.5
,37    Lib,233.54457,-10.064529,76219,4.61
,36    Lib,233.655495,-28.046983,76259,5.13
Alphecca,5Alp CrB,233.67192,26.714693,76267,2.22
,13Del Ser,233.700615,10.538867,76276,3.8
,Gam Lup,233.785215,-41.166757,76297,2.8
,6Mu  CrB,233.81214,39.010067,76307,5.14
Zubenelhakrabi,38Gam Lib,233.881575,-14.789537,76333,3.91
,15Tau3Ser,233.888475,17.655555,76337,6.1
Karaka,,233.91693,-80.204587,76351,8.71
,18Tau5Ser,234.121815,16.119085,76424,5.93
,16    Ser,234.12324,10.010176,76425,5.26
,14    Ser,234.14046,-0.561531,76427,6.51
,Eps TrA,234.18,-66.317037,76440,4.11
,39Ups Lib,234.25605,-28.135079,76470,3.6
,54Phi Boo,234.456615,40.353433,76534,5.25
,Ome Lup,234.51348000000002,-42.567348,76552,4.34
,40Tau Lib,234.66405,-29.777754,76600,3.66
,41    Lib,234.72732000000002,-19.301892,76628,5.36
,7Zet1CrB,234.84448500000002,36.635812,76669,4.64
,3Psi1Lup,234.94158000000002,-34.411926,76705,4.66
,42    Lib,235.0704,-23.818078,76742,4.97
,Kap2Aps,235.08897000000002,-73.446685,76750,5.64
,19Tau6Ser,235.246245,16.024588,76810,6.0
,21Iot Ser,235.38773999999998,19.670401,76852,4.51
,20Chi Ser,235.44755999999998,12.847528,76866,5.34
,22Tau7Ser,235.47798,18.464037,76878,5.8
,43Kap Lib,235.48666500000002,-19.678828,76880,4.75
,4Psi2Lup,235.67092499999998,-34.710407,76945,4.75
,8Gam CrB,235.68571500000002,26.295637,76952,3.81
,Rho Oct,235.817415,-84.465273,76996,5.57
,9Pi  CrB,235.99710000000002,32.515807,77048,5.57
,23Psi Ser,236.007585,2.515173,77052,5.86
,16Zet UMi,236.014485,77.794493,77055,4.29
,44Eta Lib,236.01834,-15.672834,77060,5.41
Unukalhai,24Alp Ser,236.06697,6.425627,77070,2.63
,26Tau8Ser,236.175555,17.264226,77111,6.15
,25    Ser,236.523495,-1.804193,77227,5.39
,28Bet Ser,236.546895,15.421826,77233,3.65
,27Lam Ser,236.61090000000002,7.353073,77257,4.42
,31Ups Ser,236.82216000000003,14.115348,77336,5.71
Gudja,35Kap Ser,237.184905,18.141564,77450,4.09
,10Del CrB,237.39855,26.068394,77512,4.59
,32Mu  Ser,237.40503,-3.430208,77516,3.54
,34Ome Ser,237.573105,2.196509,77578,5.21
,37Eps Ser,237.704025,4.47773,77622,3.71
,5Chi Lup,237.73974,-33.627165,77634,3.97
,1    Sco,237.74478000000002,-25.751295,77635,4.63
,11Kap CrB,237.80805,35.657382,77655,4.79
,36    Ser,237.814965,-3.090497,77660,5.09
,38Rho Ser,237.81629999999998,20.977919,77661,4.74
,1Chi Her,238.168545,42.451518,77760,4.6
,39    Ser,238.30041,13.196623,77801,6.07
,45Lam Lib,238.333575,-20.16704,77811,5.04
,2    Sco,238.402995,-25.327142,77840,4.59
,46The Lib,238.456395,-16.729293,77853,4.13
,2    Her,238.65774,43.138567,77907,5.35
,3    Sco,238.664715,-25.243741,77909,5.87
,40    Ser,238.66781999999998,8.580337,77910,6.28
,47    Lib,238.75152,-19.382926,77939,5.95
,Bet TrA,238.786245,-63.430727,77952,2.83
,Kap TrA,238.873365,-68.603001,77982,5.11
,4    Sco,238.87534499999998,-26.265993,77984,5.63
,4    Her,238.87749000000002,42.566193,77986,5.73
,12Lam CrB,238.94826,37.946958,78012,5.43
,41Gam Ser,239.11323000000002,15.661617,78072,3.85
Iklil,5Rho Sco,239.22115499999998,-29.214073,78104,3.87
,Xi 1Lup,239.222895,-33.966134,78105,5.14
,Xi 2Lup,239.22549,-33.964281,78106,5.59
,Phi Ser,239.31072,14.41448,78132,5.54
,13Eps CrB,239.39691000000002,26.87788,78159,4.14
,48    Lib,239.547375,-14.279358,78207,4.95
Fang,6Pi  Sco,239.712975,-26.114105,78265,2.89
,Eta Lup,240.03054,-38.396706,78384,3.42
,49    Lib,240.081705,-16.53335,78400,5.47
Dschubba,7Del Sco,240.08335499999998,-22.62171,78401,2.29
,50    Lib,240.19846500000003,-8.411353,78436,5.53
,15Rho CrB,240.26118,33.303509,78459,5.39
,5    Her,240.30966,17.818397,78481,5.1
,14Iot CrB,240.360705,29.851061,78493,4.98
,13The Dra,240.47297999999998,58.565251,78527,4.01
,44Pi  Ser,240.57371999999998,22.804454,78554,4.82
,6Ups Her,240.69951,46.036705,78592,4.72
,Eta Nor,240.80368499999997,-49.229695,78639,4.65
,Iot1Nor,240.88396500000002,-57.775064,78662,4.63
,43    Ser,240.94037999999998,4.986834,78685,6.07
Acrab,8Bet1Sco,241.35930000000002,-19.805453,78820,2.56
Acrab B,8Bet2Sco,241.36065000000002,-19.80186,78821,4.9
,Del Nor,241.62264,-45.173185,78914,4.73
,The Lup,241.64811000000003,-36.802288,78918,4.22
,9Ome1Sco,241.70177999999999,-20.669192,78933,3.93
,10Ome2Sco,241.85136,-20.868764,78990,4.31
,11    Sco,241.90173,-12.74541,79005,5.75
,45    Ser,241.90641,9.891743,79007,5.63
Marsic,7Kap Her,242.018865,17.04698,79043,5.0
Marsic B,7Kap Her,242.02065,17.054382,79045,6.25
,47    Ser,242.11697999999998,8.53431,79072,5.69
,11Phi Her,242.19243,44.934906,79101,4.23
,8    Her,242.19429,17.205638,79102,6.13
,16Tau CrB,242.24293500000002,36.490944,79119,4.73
,Iot2Nor,242.32730999999998,-57.934318,79153,5.57
Kamuy,,242.51630999999998,26.74275,79219,6.57
,19    UMi,242.70636,75.877563,79280,5.48
,10    Her,242.90848499999998,23.494801,79349,5.74
Jabbah,14Nu  Sco,242.99889000000002,-19.460708,79374,4.0
,15Psi Sco,242.999955,-10.064253,79375,4.93
,16    Sco,243.03047999999998,-8.547576,79387,5.43
,12    Sco,243.06684,-28.417305,79399,5.67
,13    Sco,243.075855,-27.926372,79404,4.58
,20    UMi,243.13404000000003,75.210681,79420,6.36
Sharjah,,243.17406000000003,-18.875503,79431,11.34
,9    Her,243.31429500000002,5.021086,79488,5.46
,Zet Nor,243.34476,-55.540947,79497,5.78
,Kap Nor,243.36971999999997,-54.630467,79509,4.95
,17Chi Sco,243.46210499999998,-11.837747,79540,5.24
Yed Prior,1Del Oph,243.58641000000003,-3.694323,79593,2.73
,17Sig CrB,243.67034999999998,33.858613,79607,5.23
,The Nor,243.813855,-47.372021,79653,5.13
